,brawlername,event.mode,event.map,d,n,y,total_games,winrate,total_games_map,userate,percentile_quadrant
266,BIBI,gemGrab,Crystal Arcade,0,172,150,322,0.4658385093167702,29454,0.010932301215454607,Q2
267,BIBI,gemGrab,Deep Diner,0,209,143,352,0.40625,42288,0.00832387438516837,Q3
268,BIBI,gemGrab,Double Swoosh,0,265,184,449,0.40979955456570155,51096,0.008787380616878034,Q2
269,BIBI,gemGrab,Gem Fort,0,106,90,196,0.45918367346938777,18906,0.010367079234105575,Q2
270,BIBI,gemGrab,Hard Rock Mine,0,321,276,597,0.4623115577889447,52902,0.011285017579675627,Q2
271,BIBI,gemGrab,Minecart Madness,0,225,133,358,0.3715083798882682,40818,0.008770640403743446,Q2
272,BIBI,gemGrab,Undermine,0,191,154,345,0.4463768115942029,33870,0.010186005314437556,Q2
273,BIBI,heist,Bridge Too Far,0,142,133,275,0.48363636363636364,45486,0.006045816295123774,Q4
274,BIBI,heist,Hot Potato,4,861,899,1764,0.5096371882086168,19140,0.09216300940438872,Q1
275,BIBI,heist,Kaboom Canyon,0,123,84,207,0.4057971014492754,12288,0.016845703125,Q2
276,BIBI,heist,Pit Stop,0,1327,1499,2826,0.5304317055909412,22482,0.1257005604483587,Q1
277,BIBI,heist,Safe Zone,1,241,299,541,0.5526802218114603,26196,0.020652007940143532,Q1
278,BIBI,heist,Snaked Assault,4,874,1021,1899,0.5376513954713007,27510,0.06902944383860414,Q1
279,BIBI,heist,Tornado Ring,9,1429,1639,3077,0.5326616834579135,28224,0.10902069160997732,Q1
280,BIBI,hotZone,Controller Chaos,0,264,208,472,0.4406779661016949,19152,0.024644945697577275,Q2
281,BIBI,hotZone,Dueling Beetles,0,213,172,385,0.44675324675324674,32208,0.011953551912568305,Q2
282,BIBI,hotZone,Open Zone,0,54,28,82,0.34146341463414637,17556,0.004670767828662566,Q3
283,BIBI,hotZone,Parallel Plays,0,60,36,96,0.375,4602,0.020860495436766623,Q2
284,BIBI,hotZone,Quarter Pounder,1,310,200,511,0.3913894324853229,34110,0.014980944004690707,Q2
285,BIBI,hotZone,Ring of Fire,0,59,47,106,0.44339622641509435,24894,0.0042580541495942795,Q3
286,BIBI,hotZone,Split,0,568,575,1143,0.5030621172353456,29244,0.03908494050061551,Q1
287,BIBI,knockout,Belle's Rock,0,128,78,206,0.3786407766990291,54234,0.0037983552752885643,Q3
288,BIBI,knockout,Flaring Phoenix,1,35,23,59,0.3898305084745763,20676,0.002853550009673051,Q3
289,BIBI,knockout,Goldarm Gulch,0,14,10,24,0.4166666666666667,6720,0.0035714285714285713,Q3
290,BIBI,knockout,New Perspective,0,69,35,104,0.33653846153846156,32994,0.0031520882584712374,Q3
291,BIBI,knockout,Out in the Open,0,68,43,111,0.38738738738738737,51246,0.0021660227139679196,Q3
292,BIBI,knockout,Riverside,0,25,12,37,0.32432432432432434,31974,0.0011571902170513543,Q3
293,BIBI,knockout,X Marks the Spot,1,87,42,130,0.3230769230769231,43602,0.0029815146094215863,Q3
294,BO,bounty,Canal Grande,0,261,156,417,0.37410071942446044,20526,0.020315697164571763,Q2
295,BO,bounty,Dry Season,0,446,272,718,0.3788300835654596,29460,0.02437202987101154,Q2
296,BO,bounty,Excel,0,211,151,362,0.4171270718232044,17316,0.020905520905520905,Q2
297,BO,bounty,Hideout,0,129,61,190,0.32105263157894737,11538,0.016467325359681054,Q2
298,BO,bounty,Layer Cake,0,332,315,647,0.4868624420401855,19848,0.03259774284562676,Q1
299,BO,bounty,Shooting Star,0,226,141,367,0.38419618528610355,21186,0.01732276031341452,Q2
300,BO,bounty,Temple Ruins,0,141,99,240,0.4125,7824,0.03067484662576687,Q2
301,BO,brawlBall,Backyard Bowl,48,909,832,1789,0.4650642817216322,133578,0.013392923984488464,Q2
302,BO,brawlBall,Beach Ball,10,312,261,583,0.44768439108061747,88080,0.006618982742960944,Q3
303,BO,brawlBall,Center Stage,27,781,592,1400,0.4228571428571429,170286,0.008221462715666584,Q3
304,BO,brawlBall,Pinhole Punt,24,809,785,1618,0.48516687268232384,154962,0.010441269472515842,Q1
305,BO,brawlBall,Sneaky Fields,13,409,350,772,0.4533678756476684,118884,0.006493724975606473,Q3
306,BO,brawlBall,Sunny Soccer,2,252,206,460,0.44782608695652176,74093,0.006208413750286802,Q3
307,BO,brawlBall,Super Beach,27,783,647,1457,0.44406314344543585,199884,0.007289227752096216,Q3
308,BO,gemGrab,Crystal Arcade,0,544,419,963,0.43509865005192105,29454,0.032695049908331636,Q2
309,BO,gemGrab,Deep Diner,0,847,603,1450,0.41586206896551725,42288,0.0342886870979947,Q2
310,BO,gemGrab,Double Swoosh,0,1238,1212,2450,0.4946938775510204,51096,0.047948958822608426,Q1
311,BO,gemGrab,Gem Fort,0,340,309,649,0.4761171032357473,18906,0.034327726647625095,Q1
312,BO,gemGrab,Hard Rock Mine,0,856,675,1531,0.4408883082952319,52902,0.02894030471437753,Q2
313,BO,gemGrab,Minecart Madness,0,1353,1038,2391,0.4341279799247177,40818,0.058577098338968105,Q2
314,BO,gemGrab,Undermine,0,646,576,1222,0.4713584288052373,33870,0.036079126070268676,Q2
315,BO,heist,Bridge Too Far,3,280,195,478,0.40794979079497906,45486,0.010508727960251506,Q2
316,BO,heist,Hot Potato,0,69,32,101,0.31683168316831684,19140,0.005276907001044932,Q3
317,BO,heist,Kaboom Canyon,0,108,33,141,0.23404255319148937,12288,0.011474609375,Q2
318,BO,heist,Pit Stop,1,32,13,46,0.2826086956521739,22482,0.0020460813094920383,Q3
319,BO,heist,Safe Zone,1,243,150,394,0.38071065989847713,26196,0.015040464193006566,Q2
320,BO,heist,Snaked Assault,0,84,37,121,0.30578512396694213,27510,0.004398400581606688,Q3
321,BO,heist,Tornado Ring,0,105,54,159,0.33962264150943394,28224,0.005633503401360544,Q3
322,BO,hotZone,Controller Chaos,0,221,65,286,0.22727272727272727,19152,0.014933166248955722,Q2
323,BO,hotZone,Dueling Beetles,0,752,479,1231,0.3891145410235581,32208,0.03822031793343269,Q2
324,BO,hotZone,Open Zone,0,501,309,810,0.3814814814814815,17556,0.04613807245386193,Q2
325,BO,hotZone,Parallel Plays,0,52,30,82,0.36585365853658536,4602,0.017818339852238158,Q2
326,BO,hotZone,Quarter Pounder,3,713,390,1106,0.352622061482821,34110,0.03242450894165934,Q2
327,BO,hotZone,Ring of Fire,1,876,682,1559,0.4374599101988454,24894,0.0626255322567687,Q2
328,BO,hotZone,Split,0,180,58,238,0.24369747899159663,29244,0.00813842155655861,Q3
329,BO,knockout,Belle's Rock,3,984,1216,2203,0.5519745801180209,54234,0.04062027510417819,Q1
330,BO,knockout,Flaring Phoenix,10,1205,1599,2814,0.5682302771855011,20676,0.13609982588508415,Q1
331,BO,knockout,Goldarm Gulch,3,246,332,581,0.5714285714285714,6720,0.08645833333333333,Q1
332,BO,knockout,New Perspective,6,1538,2068,3612,0.5725359911406424,32994,0.10947444989998181,Q1
333,BO,knockout,Out in the Open,28,2028,2638,4694,0.561994034938219,51246,0.09159739296725598,Q1
334,BO,knockout,Riverside,0,204,132,336,0.39285714285714285,31974,0.010508538187277162,Q2
335,BO,knockout,X Marks the Spot,8,1872,2328,4208,0.5532319391634981,43602,0.09650933443420026,Q1
336,BONNIE,bounty,Canal Grande,0,24,17,41,0.4146341463414634,20526,0.001997466627691708,Q3
337,BONNIE,bounty,Dry Season,0,146,209,355,0.5887323943661972,29460,0.012050237610319077,Q1
338,BONNIE,bounty,Excel,0,58,122,180,0.6777777777777778,17316,0.010395010395010396,Q1
339,BONNIE,bounty,Hideout,0,71,109,180,0.6055555555555555,11538,0.015600624024960999,Q1
340,BONNIE,bounty,Layer Cake,0,69,75,144,0.5208333333333334,19848,0.007255139056831923,Q4
341,BONNIE,bounty,Shooting Star,0,95,110,205,0.5365853658536586,21186,0.009676201264986311,Q1
342,BONNIE,bounty,Temple Ruins,0,36,36,72,0.5,7824,0.009202453987730062,Q1
343,BONNIE,brawlBall,Backyard Bowl,29,577,838,1444,0.5803324099722992,133578,0.010810163350252287,Q1
344,BONNIE,brawlBall,Beach Ball,4,155,181,340,0.5323529411764706,88080,0.003860127157129882,Q4
345,BONNIE,brawlBall,Center Stage,7,152,122,281,0.43416370106761565,170286,0.0016501650165016502,Q3
346,BONNIE,brawlBall,Pinhole Punt,6,342,462,810,0.5703703703703704,154962,0.005227087931234754,Q4
347,BONNIE,brawlBall,Sneaky Fields,0,116,133,249,0.5341365461847389,118884,0.0020944786514585645,Q4
348,BONNIE,brawlBall,Sunny Soccer,0,69,76,145,0.5241379310344828,74093,0.0019569999865034484,Q4
349,BONNIE,brawlBall,Super Beach,5,251,311,567,0.5485008818342152,199884,0.0028366452542474634,Q4
350,BONNIE,gemGrab,Crystal Arcade,0,55,62,117,0.5299145299145299,29454,0.003972295783255245,Q4
351,BONNIE,gemGrab,Deep Diner,0,92,121,213,0.568075117370892,42288,0.00503688989784336,Q4
352,BONNIE,gemGrab,Double Swoosh,0,60,43,103,0.4174757281553398,51096,0.00201581337090966,Q3
353,BONNIE,gemGrab,Gem Fort,0,21,13,34,0.38235294117647056,18906,0.0017983708875489264,Q3
354,BONNIE,gemGrab,Hard Rock Mine,0,117,138,255,0.5411764705882353,52902,0.004820233639559941,Q4
355,BONNIE,gemGrab,Minecart Madness,0,171,314,485,0.6474226804123712,40818,0.011882012837473664,Q1
356,BONNIE,gemGrab,Undermine,0,73,81,154,0.525974025974026,33870,0.004546796575140242,Q4
357,BONNIE,heist,Bridge Too Far,1,448,562,1011,0.5558852621167161,45486,0.022226619179527767,Q1
358,BONNIE,heist,Hot Potato,0,21,17,38,0.4473684210526316,19140,0.001985370950888192,Q3
359,BONNIE,heist,Kaboom Canyon,0,62,95,157,0.6050955414012739,12288,0.012776692708333334,Q1
360,BONNIE,heist,Pit Stop,0,12,8,20,0.4,22482,0.0008896005693443643,Q3
361,BONNIE,heist,Safe Zone,2,209,415,626,0.6629392971246006,26196,0.02389677813406627,Q1
362,BONNIE,heist,Snaked Assault,0,28,24,52,0.46153846153846156,27510,0.001890221737549982,Q3
363,BONNIE,heist,Tornado Ring,0,30,14,44,0.3181818181818182,28224,0.0015589569160997733,Q3
364,BONNIE,hotZone,Controller Chaos,0,20,15,35,0.42857142857142855,19152,0.001827485380116959,Q3
365,BONNIE,hotZone,Dueling Beetles,0,44,82,126,0.6507936507936508,32208,0.003912071535022355,Q4
366,BONNIE,hotZone,Open Zone,0,79,92,171,0.5380116959064327,17556,0.00974025974025974,Q1
367,BONNIE,hotZone,Parallel Plays,0,7,1,8,0.125,4602,0.001738374619730552,Q3
368,BONNIE,hotZone,Quarter Pounder,0,42,35,77,0.45454545454545453,34110,0.002257402521254764,Q3
369,BONNIE,hotZone,Ring of Fire,0,28,28,56,0.5,24894,0.002249538041295091,Q4
370,BONNIE,hotZone,Split,0,14,13,27,0.48148148148148145,29244,0.0009232663110381617,Q4
371,BONNIE,knockout,Belle's Rock,0,361,508,869,0.5845799769850403,54234,0.016023158904008555,Q1
372,BONNIE,knockout,Flaring Phoenix,2,82,62,146,0.4246575342465753,20676,0.00706132714258077,Q3
373,BONNIE,knockout,Goldarm Gulch,0,26,31,57,0.543859649122807,6720,0.008482142857142856,Q4
374,BONNIE,knockout,New Perspective,0,151,189,340,0.5558823529411765,32994,0.010304903921925198,Q1
375,BONNIE,knockout,Out in the Open,1,271,300,572,0.5244755244755245,51246,0.011161846778285134,Q1
376,BONNIE,knockout,Riverside,1,212,266,479,0.5553235908141962,31974,0.014980921999124288,Q1
377,BONNIE,knockout,X Marks the Spot,0,197,198,395,0.5012658227848101,43602,0.009059217467088666,Q1
378,BROCK,bounty,Canal Grande,0,421,344,765,0.4496732026143791,20526,0.03726980415083309,Q2
379,BROCK,bounty,Dry Season,0,1064,842,1906,0.44176285414480587,29460,0.06469789545145961,Q2
380,BROCK,bounty,Excel,0,408,271,679,0.39911634756995584,17316,0.03921228921228921,Q2
381,BROCK,bounty,Hideout,0,440,317,757,0.4187582562747688,11538,0.0656092910383082,Q2
382,BROCK,bounty,Layer Cake,0,519,383,902,0.4246119733924612,19848,0.04544538492543329,Q2
383,BROCK,bounty,Shooting Star,0,735,598,1333,0.4486121530382596,21186,0.06291890871330123,Q2
384,BROCK,bounty,Temple Ruins,0,154,86,240,0.35833333333333334,7824,0.03067484662576687,Q2
385,BROCK,brawlBall,Backyard Bowl,75,1914,1889,3878,0.4871067560598247,133578,0.02903172678135621,Q1
386,BROCK,brawlBall,Beach Ball,14,371,320,705,0.45390070921985815,88080,0.00800408719346049,Q3
387,BROCK,brawlBall,Center Stage,21,772,552,1345,0.4104089219330855,170286,0.007898476680408254,Q3
388,BROCK,brawlBall,Pinhole Punt,20,731,564,1315,0.42889733840304184,154962,0.008485951394535434,Q3
389,BROCK,brawlBall,Sneaky Fields,3,239,182,424,0.42924528301886794,118884,0.003566501800074022,Q3
390,BROCK,brawlBall,Sunny Soccer,4,225,194,423,0.458628841607565,74093,0.0057090413399376455,Q3
391,BROCK,brawlBall,Super Beach,19,634,482,1135,0.42466960352422906,199884,0.005678293410177903,Q3
392,BROCK,gemGrab,Crystal Arcade,0,212,147,359,0.40947075208913647,29454,0.012188497317851566,Q2
393,BROCK,gemGrab,Deep Diner,0,374,213,587,0.3628620102214651,42288,0.013881006432084753,Q2
394,BROCK,gemGrab,Double Swoosh,0,364,273,637,0.42857142857142855,51096,0.01246672929387819,Q2
395,BROCK,gemGrab,Gem Fort,0,95,112,207,0.5410628019323671,18906,0.010948905109489052,Q1
396,BROCK,gemGrab,Hard Rock Mine,0,287,162,449,0.36080178173719374,52902,0.008487391781029073,Q3
397,BROCK,gemGrab,Minecart Madness,0,589,390,979,0.3983656792645557,40818,0.023984516634817973,Q2
398,BROCK,gemGrab,Undermine,0,290,195,485,0.4020618556701031,33870,0.01431945674638323,Q2
399,BROCK,heist,Bridge Too Far,9,1585,1285,2879,0.44633553317124003,45486,0.06329420041331399,Q2
400,BROCK,heist,Hot Potato,0,208,123,331,0.3716012084592145,19140,0.01729362591431557,Q2
401,BROCK,heist,Kaboom Canyon,2,478,508,988,0.5141700404858299,12288,0.08040364583333333,Q1
402,BROCK,heist,Pit Stop,0,99,42,141,0.2978723404255319,22482,0.006271684013877769,Q3
403,BROCK,heist,Safe Zone,6,1295,1170,2471,0.4734925131525698,26196,0.09432737822568331,Q2
404,BROCK,heist,Snaked Assault,1,334,175,510,0.3431372549019608,27510,0.018538713195201745,Q2
405,BROCK,heist,Tornado Ring,0,231,138,369,0.37398373983739835,28224,0.013073979591836735,Q2
406,BROCK,hotZone,Controller Chaos,0,58,9,67,0.13432835820895522,19152,0.003498329156223893,Q3
407,BROCK,hotZone,Dueling Beetles,1,129,65,195,0.3333333333333333,32208,0.006054396423248882,Q3
408,BROCK,hotZone,Open Zone,0,90,33,123,0.2682926829268293,17556,0.007006151742993848,Q3
409,BROCK,hotZone,Parallel Plays,0,16,8,24,0.3333333333333333,4602,0.005215123859191656,Q3
410,BROCK,hotZone,Quarter Pounder,0,160,56,216,0.25925925925925924,34110,0.0063324538258575196,Q3
411,BROCK,hotZone,Ring of Fire,0,120,42,162,0.25925925925925924,24894,0.006507592190889371,Q3
412,BROCK,hotZone,Split,0,93,35,128,0.2734375,29244,0.004376966215292026,Q3
413,BROCK,knockout,Belle's Rock,0,1641,1447,3088,0.4685880829015544,54234,0.056938451893646054,Q2
414,BROCK,knockout,Flaring Phoenix,1,381,296,678,0.4365781710914454,20676,0.032791642484039464,Q2
415,BROCK,knockout,Goldarm Gulch,0,154,114,268,0.4253731343283582,6720,0.03988095238095238,Q2
416,BROCK,knockout,New Perspective,0,704,521,1225,0.4253061224489796,32994,0.037127962659877556,Q2
417,BROCK,knockout,Out in the Open,3,1682,1501,3186,0.47112366603892025,51246,0.06217070600632244,Q2
418,BROCK,knockout,Riverside,1,1055,724,1780,0.4067415730337079,31974,0.055670232063551636,Q2
419,BROCK,knockout,X Marks the Spot,1,1423,1175,2599,0.45209696036937286,43602,0.05960735746066694,Q2
420,BULL,bounty,Canal Grande,0,45,70,115,0.6086956521739131,20526,0.005602650297184059,Q4
421,BULL,bounty,Dry Season,0,14,8,22,0.36363636363636365,29460,0.000746775288526816,Q3
422,BULL,bounty,Excel,0,23,34,57,0.5964912280701754,17316,0.003291753291753292,Q4
423,BULL,bounty,Hideout,0,8,8,16,0.5,11538,0.0013867221355520888,Q4
424,BULL,bounty,Layer Cake,0,33,32,65,0.49230769230769234,19848,0.003274889157597743,Q4
425,BULL,bounty,Shooting Star,0,5,8,13,0.6153846153846154,21186,0.0006136127631454734,Q4
426,BULL,bounty,Temple Ruins,0,11,10,21,0.47619047619047616,7824,0.0026840490797546013,Q4
427,BULL,brawlBall,Backyard Bowl,8,395,341,744,0.4583333333333333,133578,0.005569779454700625,Q3
428,BULL,brawlBall,Beach Ball,15,644,638,1297,0.4919043947571318,88080,0.014725249772933697,Q1
429,BULL,brawlBall,Center Stage,57,2501,2676,5234,0.5112724493695071,170286,0.03073652560985636,Q1
430,BULL,brawlBall,Pinhole Punt,13,1011,1045,2069,0.5050749154180764,154962,0.013351660407067539,Q1
431,BULL,brawlBall,Sneaky Fields,29,1900,1904,3833,0.49673884685624836,118884,0.032241512735103124,Q1
432,BULL,brawlBall,Sunny Soccer,13,646,632,1291,0.4895429899302866,74093,0.01742404815569622,Q1
433,BULL,brawlBall,Super Beach,45,1782,1806,3633,0.49710982658959535,199884,0.018175541814252266,Q1
434,BULL,gemGrab,Crystal Arcade,0,75,59,134,0.44029850746268656,29454,0.004549466965437631,Q3
435,BULL,gemGrab,Deep Diner,0,96,87,183,0.47540983606557374,42288,0.0043274687854710555,Q4
436,BULL,gemGrab,Double Swoosh,0,179,127,306,0.4150326797385621,51096,0.0059887271019257865,Q3
437,BULL,gemGrab,Gem Fort,0,112,113,225,0.5022222222222222,18906,0.011900983814662012,Q1
438,BULL,gemGrab,Hard Rock Mine,0,275,258,533,0.48405253283302063,52902,0.01007523345053117,Q1
439,BULL,gemGrab,Minecart Madness,0,88,53,141,0.375886524822695,40818,0.0034543583713067764,Q3
440,BULL,gemGrab,Undermine,0,184,162,346,0.4682080924855491,33870,0.010215529967522882,Q2
441,BULL,heist,Bridge Too Far,0,77,70,147,0.47619047619047616,45486,0.003231763619575254,Q4
442,BULL,heist,Hot Potato,2,611,624,1237,0.5044462409054163,19140,0.06462904911180774,Q1
443,BULL,heist,Kaboom Canyon,1,74,57,132,0.4318181818181818,12288,0.0107421875,Q2
444,BULL,heist,Pit Stop,3,1360,1470,2833,0.5188845746558418,22482,0.12601192064762923,Q1
445,BULL,heist,Safe Zone,0,99,99,198,0.5,26196,0.0075584058634906096,Q4
446,BULL,heist,Snaked Assault,0,620,599,1219,0.4913863822805578,27510,0.04431115957833515,Q1
447,BULL,heist,Tornado Ring,6,951,1094,2051,0.5333983422720624,28224,0.0726686507936508,Q1
448,BULL,hotZone,Controller Chaos,0,28,17,45,0.37777777777777777,19152,0.002349624060150376,Q3
449,BULL,hotZone,Dueling Beetles,0,32,5,37,0.13513513513513514,32208,0.001148782911077993,Q3
450,BULL,hotZone,Open Zone,0,15,9,24,0.375,17556,0.001367053998632946,Q3
451,BULL,hotZone,Parallel Plays,0,7,7,14,0.5,4602,0.003042155584528466,Q4
452,BULL,hotZone,Quarter Pounder,0,39,25,64,0.390625,34110,0.0018762826150688949,Q3
453,BULL,hotZone,Ring of Fire,0,24,10,34,0.29411764705882354,24894,0.0013657909536434483,Q3
454,BULL,hotZone,Split,0,150,103,253,0.40711462450592883,29244,0.008651347284913145,Q3
455,BULL,knockout,Belle's Rock,0,34,30,64,0.46875,54234,0.001180071541837224,Q3
456,BULL,knockout,Flaring Phoenix,0,18,17,35,0.4857142857142857,20676,0.0016927839040433352,Q4
457,BULL,knockout,Goldarm Gulch,0,11,5,16,0.3125,6720,0.002380952380952381,Q3
458,BULL,knockout,New Perspective,0,37,19,56,0.3392857142857143,32994,0.001697278293022974,Q3
459,BULL,knockout,Out in the Open,0,46,26,72,0.3611111111111111,51246,0.0014049877063575693,Q3
460,BULL,knockout,Riverside,0,24,13,37,0.35135135135135137,31974,0.0011571902170513543,Q3
461,BULL,knockout,X Marks the Spot,0,20,15,35,0.42857142857142855,43602,0.0008027154717673501,Q3
462,BUSTER,bounty,Canal Grande,0,114,113,227,0.4977973568281938,20526,0.011059144499658969,Q1
463,BUSTER,bounty,Dry Season,0,27,18,45,0.4,29460,0.0015274949083503055,Q3
464,BUSTER,bounty,Excel,0,25,18,43,0.4186046511627907,17316,0.002483252483252483,Q3
465,BUSTER,bounty,Hideout,0,12,10,22,0.45454545454545453,11538,0.001906742936384122,Q3
466,BUSTER,bounty,Layer Cake,0,54,65,119,0.5462184873949579,19848,0.005995566303909714,Q4
467,BUSTER,bounty,Shooting Star,0,19,6,25,0.24,21186,0.0011800245445105259,Q3
468,BUSTER,bounty,Temple Ruins,0,37,56,93,0.6021505376344086,7824,0.011886503067484663,Q1
469,BUSTER,brawlBall,Backyard Bowl,6,218,223,447,0.4988814317673378,133578,0.0033463594304451332,Q4
470,BUSTER,brawlBall,Beach Ball,9,535,539,1083,0.4976915974145891,88080,0.012295640326975476,Q1
471,BUSTER,brawlBall,Center Stage,27,1247,1335,2609,0.5116903027980069,170286,0.015321283017981514,Q1
472,BUSTER,brawlBall,Pinhole Punt,20,807,940,1767,0.5319750990379174,154962,0.011402795524063964,Q1
473,BUSTER,brawlBall,Sneaky Fields,17,880,892,1789,0.4986025712688653,118884,0.015048282359274587,Q1
474,BUSTER,brawlBall,Sunny Soccer,12,517,538,1067,0.5042174320524836,74093,0.014400820590339168,Q1
475,BUSTER,brawlBall,Super Beach,26,1015,1116,2157,0.5173852573018081,199884,0.010791258930179504,Q1
476,BUSTER,gemGrab,Crystal Arcade,0,249,266,515,0.516504854368932,29454,0.017484891695525227,Q1
477,BUSTER,gemGrab,Deep Diner,0,205,246,451,0.5454545454545454,42288,0.010664964055996973,Q1
478,BUSTER,gemGrab,Double Swoosh,0,425,464,889,0.5219347581552306,51096,0.017398622201346484,Q1
479,BUSTER,gemGrab,Gem Fort,0,178,191,369,0.5176151761517616,18906,0.0195176134560457,Q1
480,BUSTER,gemGrab,Hard Rock Mine,0,234,219,453,0.48344370860927155,52902,0.0085630032891006,Q4
481,BUSTER,gemGrab,Minecart Madness,1,131,151,283,0.5335689045936396,40818,0.006933215738154736,Q4
482,BUSTER,gemGrab,Undermine,0,254,202,456,0.44298245614035087,33870,0.013463241806908768,Q2
483,BUSTER,heist,Bridge Too Far,0,11,10,21,0.47619047619047616,45486,0.0004616805170821791,Q4
484,BUSTER,heist,Hot Potato,0,11,4,15,0.26666666666666666,19140,0.0007836990595611285,Q3
485,BUSTER,heist,Kaboom Canyon,0,12,6,18,0.3333333333333333,12288,0.00146484375,Q3
486,BUSTER,heist,Pit Stop,0,10,4,14,0.2857142857142857,22482,0.0006227203985410551,Q3
487,BUSTER,heist,Safe Zone,0,12,3,15,0.2,26196,0.0005726065048098947,Q3
488,BUSTER,heist,Snaked Assault,0,14,2,16,0.125,27510,0.0005816066884769174,Q3
489,BUSTER,heist,Tornado Ring,0,27,12,39,0.3076923076923077,28224,0.0013818027210884354,Q3
490,BUSTER,hotZone,Controller Chaos,0,211,260,471,0.5520169851380042,19152,0.024592731829573933,Q1
491,BUSTER,hotZone,Dueling Beetles,0,272,241,513,0.4697855750487329,32208,0.015927719821162444,Q2
